add.POSIXct,viz_owner_repo,video,source,title
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr1_100000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr1 at 100kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr2_100000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr2 at 100kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr3_100000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr3 at 100kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr4_100000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr4 at 100kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr5_100000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr5 at 100kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr6_100000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr6 at 100kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr7_100000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr7 at 100kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr8_100000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr8 at 100kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr9_100000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr9 at 100kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr10_100000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr10 at 100kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr11_100000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr11 at 100kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr12_100000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr12 at 100kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr13_100000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr13 at 100kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr14_100000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr14 at 100kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr15_100000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr15 at 100kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr16_100000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr16 at 100kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr17_100000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr17 at 100kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr18_100000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr18 at 100kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr19_100000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr19 at 100kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr1_200000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr1 at 200kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr2_200000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr2 at 200kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr3_200000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr3 at 200kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr4_200000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr4 at 200kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr5_200000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr5 at 200kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr6_200000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr6 at 200kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr7_200000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr7 at 200kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr8_200000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr8 at 200kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr9_200000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr9 at 200kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr10_200000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr10 at 200kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr11_200000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr11 at 200kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr12_200000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr12 at 200kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr13_200000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr13 at 200kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr14_200000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr14 at 200kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr15_200000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr15 at 200kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr16_200000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr16 at 200kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr17_200000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr17 at 200kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr18_200000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr18 at 200kb resolution
2025-11-25T20:12:32.522637Z,eoojj/viz_hicream_ctcf_diff_chr19_200000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr19 at 200kb resolution
2025-11-29T16:11:44.714156Z,eoojj/viz_hicream_bonev_diff_chr9_50000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr9 at 50kb resolution
2025-11-29T16:11:44.714156Z,eoojj/viz_hicream_bonev_diff_chr11_50000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr11 at 50kb resolution
2025-11-29T16:11:44.714156Z,eoojj/viz_hicream_bonev_diff_chr13_50000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr13 at 50kb resolution
2025-11-29T16:11:44.714156Z,eoojj/viz_hicream_bonev_diff_chr14_50000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr14 at 50kb resolution
2025-11-29T16:11:44.714156Z,eoojj/viz_hicream_bonev_diff_chr15_50000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr15 at 50kb resolution
2025-11-29T16:11:44.714156Z,eoojj/viz_hicream_bonev_diff_chr17_50000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr17 at 50kb resolution
2025-11-29T16:11:44.714156Z,eoojj/viz_hicream_bonev_diff_chr18_50000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr18 at 50kb resolution
2025-11-29T16:11:44.714156Z,eoojj/viz_hicream_bonev_diff_chr19_50000/,,https://github.com/eoojj/hicream-viz/export_viz_hicream.R,Visualization of hicream results for chr19 at 50kb resolution
